Player Team Age Height Weight COLLEGE COUNTRY "DRAFT YEAR" "DRAFT ROUND" "DRAFT NUMBER" GP PTS REB AST NETRTG OREB% DREB% USG% TS% AST% W L Min PTS FGM FGA FG% 3PM 3PA 3P% FTM FTA FT% OREB DREB REB AST TOV STL BLK PF FP DD2 TD3 +/- Dist. Feet Dist. Miles Dist. Miles Off Dist. Miles Def Avg Speed Avg Speed Off Avg Speed Def "Screen Assists" "Screen Assists PTS" Deflections "OFF Loose Balls Recovered" "DEF Loose Balls Recovered" "Loose Balls Recovered" "% Loose Balls Recovered OFF" "% Loose Balls Recovered DEF" "Charges Drawn" "Contested 2PT Shots" "Contested 3PT Shots" "Contested Shots" Travel "DOUBLE DRIBBLE" "DISC. DRIBBLE" "OFF. 3 SEC" INBOUND "BACK- COURT" "OFF.  GLTND" PALMING "OFF. FOUL" "DEF.  3 SEC" CHARGE "DEF.  GLTND" LANE "JUMP BALL" "KICKED BALL"
"Grayson Allen" PHX 29 6-4 198 Duke USA 2018 1 21 64.0 10.6 3.0 2.1 -3.3 2.3 10.3 16.9 63.1 12.5 29 35 24.1 10.6 3.4 7.6 44.8 2.3 5.5 42.6 1.5 1.8 81.6 0.5 2.5 3.0 2.1 1.2 0.8 0.3 1.5 19.7 1.0 0.0 -1.2 9837.2 1.86 1.03 0.83 4.29 4.58 3.98 0.3 0.7 1.3 0.3 0.3 0.6 45.9 54.1 0.02 1.5 1.5 2.9 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0
"Guerschon Yabusele" PHI 29 6-8 265 None France 2016 1 16 70.0 11.0 5.6 2.1 -3.2 7.0 14.9 16.3 61.6 11.4 23 47 27.1 11.0 4.0 8.0 50.1 1.5 3.9 38.0 1.4 2.0 72.5 1.9 3.7 5.6 2.1 1.2 0.8 0.3 2.3 23.2 3.0 0.0 -1.7 10562.5 2.00 1.07 0.93 4.12 4.30 3.94 2.4 5.7 1.9 0.2 0.4 0.6 35.9 64.1 0.11 2.5 1.2 3.6 10 0 0 1 0 0 0 0 17 0 3 1 0 0 1
"Gui Santos" GSW 22 6-6 185 None Brazil 2022 2 55 56.0 4.1 3.1 1.4 10.6 8.5 12.7 12.6 57.5 13.8 36 20 13.6 4.1 1.5 3.2 45.8 0.6 1.8 33.0 0.5 0.8 69.0 1.3 1.8 3.1 1.4 0.8 0.4 0.2 1.6 11.0 0.0 0.0 2.9 5953.3 1.13 0.61 0.52 4.63 4.93 4.34 0.3 0.7 1.2 0.2 0.3 0.5 45.8 54.2 0.00 1.7 1.4 3.1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 4
"Harrison Barnes" SAS 32 6-8 225 "North Carolina" USA 2012 1 7 82.0 12.3 3.8 1.7 -1.2 4.2 9.1 15.7 65.6 8.5 34 48 27.2 12.3 4.2 8.3 50.8 1.9 4.4 43.3 2.0 2.4 80.9 1.2 2.6 3.8 1.7 0.6 0.5 0.2 0.9 20.7 1.0 0.0 -0.3 11222.6 2.13 1.14 0.98 4.42 4.76 4.07 0.6 1.4 1.0 0.2 0.2 0.4 55.9 44.1 0.01 2.1 1.9 3.9 3 1 0 0 0 0 0 0 4 0 1 0 0 0 0
"Harrison Ingram" SAS 22 6-5 230 "North Carolina" USA 2024 2 48 5.0 0.8 1.8 0.6 40.0 6.7 17.5 6.0 50.0 8.6 0 5 7.0 0.8 0.4 0.8 50.0 0.0 0.2 0.0 0.0 0.0 0.0 0.4 1.4 1.8 0.6 0.2 0.6 0.0 0.4 5.5 0.0 0.0 6.0 2755.8 0.52 0.25 0.28 4.13 4.66 3.77 0.2 0.6 2.6 0.0 0.0 0.0 0.0 0.0 0.00 0.8 0.4 1.2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Haywood Highsmith" MIA 28 6-5 220 "Wheeling Jesuit" USA 2018 Undrafted Undrafted 74.0 6.5 3.4 1.5 1.4 4.0 9.8 11.1 58.3 8.4 35 39 24.6 6.5 2.4 5.3 45.8 1.2 3.1 38.2 0.4 0.6 72.1 1.0 2.4 3.4 1.5 0.7 0.9 0.5 2.2 16.3 0.0 0.0 0.8 10517.6 1.99 1.05 0.94 4.55 4.74 4.35 0.5 1.3 2.2 0.2 0.2 0.4 50.0 50.0 0.00 2.6 2.4 5.0 2 0 0 0 1 0 0 0 4 1 1 1 0 0 0
"Herbert Jones" NOP 26 6-7 206 Alabama USA 2021 2 35 20.0 10.3 3.9 3.3 -0.7 3.3 8.5 14.6 54.1 13.4 5 15 32.4 10.3 3.8 8.6 43.6 1.1 3.6 30.6 1.7 2.0 82.5 1.1 2.8 3.9 3.3 1.8 1.9 0.5 3.3 25.0 0.0 0.0 -1.0 13299.0 2.52 1.30 1.22 4.35 4.54 4.14 0.9 2.2 4.5 0.2 0.3 0.5 44.4 55.6 0.20 2.4 3.0 5.4 2 0 0 0 0 1 0 0 1 1 0 0 0 0 2
"Hunter Tyson" DEN 24 6-8 215 Clemson USA 2023 2 37 51.0 2.6 1.5 0.4 -10.2 5.5 12.4 14.6 50.6 7.4 30 21 7.8 2.6 0.9 2.4 37.5 0.5 1.5 31.1 0.4 0.5 75.0 0.5 1.0 1.5 0.4 0.3 0.2 0.1 0.9 5.7 0.0 0.0 -1.9 3404.0 0.64 0.34 0.30 4.54 4.86 4.22 0.2 0.5 0.5 0.1 0.2 0.3 36.4 63.6 0.03 1.0 1.0 2.0 2 0 0 0 0 0 0 0 1 0 0 1 0 0 0
"Immanuel Quickley" TOR 25 6-2 190 Kentucky USA 2020 1 25 33.0 17.1 3.5 5.8 -1.6 1.6 10.7 24.6 57.0 32.0 12 21 27.8 17.1 5.6 13.3 42.0 2.6 6.8 37.8 3.4 3.9 86.7 0.5 3.1 3.5 5.8 1.8 0.7 0.1 1.8 30.7 2.0 0.0 -1.2 11651.8 2.21 1.16 1.05 4.43 4.87 4.02 0.3 0.8 1.5 0.0 0.3 0.3 10.0 90.0 0.00 1.5 1.6 3.1 1 0 0 0 0 1 0 0 6 0 4 0 1 0 0
"Isaac Jones" SAC 24 6-9 245 "Washington State" USA Undrafted Undrafted Undrafted 40.0 3.4 1.4 0.3 -10.5 7.1 12.0 15.2 67.8 5.7 19 21 7.6 3.4 1.4 2.1 65.1 0.1 0.2 37.5 0.6 0.9 63.9 0.6 0.9 1.4 0.3 0.4 0.1 0.3 0.8 6.2 0.0 0.0 -1.6 3158.5 0.60 0.31 0.29 4.40 4.64 4.20 0.7 1.6 0.6 0.1 0.1 0.1 60.0 40.0 0.00 2.0 0.8 2.8 0 0 0 0 0 0 0 0 1 0 0 3 0 0 0
"Isaac Okoro" CLE 24 6-5 225 Auburn USA 2020 1 5 55.0 6.1 2.4 1.2 12.5 4.7 7.2 12.4 58.7 7.8 44 11 19.1 6.1 2.3 4.9 46.4 1.0 2.7 37.1 0.6 0.8 71.7 0.9 1.5 2.4 1.2 0.4 0.6 0.3 1.9 13.0 0.0 0.0 4.6 7955.2 1.51 0.76 0.75 4.42 4.66 4.19 0.7 1.8 0.9 0.2 0.3 0.5 48.0 52.0 0.04 1.8 1.5 3.3 0 0 0 0 0 1 0 0 6 0 1 0 0 0 1
"Isaiah Collier" UTA 20 6-3 210 "Southern California" USA 2024 1 29 71.0 8.7 3.3 6.3 -10.4 1.7 10.4 18.6 49.4 34.2 14 57 25.9 8.7 3.3 7.8 42.2 0.6 2.4 24.9 1.5 2.2 68.2 0.5 2.9 3.3 6.3 2.9 0.9 0.2 2.1 22.6 11.0 0.0 -5.7 10357.5 1.96 1.08 0.88 4.23 4.58 3.85 0.3 0.9 1.5 0.1 0.3 0.5 28.1 71.9 0.06 0.9 1.9 2.8 8 1 0 0 0 3 0 1 19 1 5 0 0 0 0
"Isaiah Crawford" SAC 23 6-6 220 "Louisiana Tech" USA Undrafted Undrafted Undrafted 15.0 0.9 0.5 0.1 19.3 2.3 14.9 12.2 50.9 2.9 7 8 3.0 0.9 0.3 0.7 45.5 0.1 0.3 20.0 0.1 0.3 50.0 0.1 0.5 0.5 0.1 0.1 0.1 0.1 0.1 2.1 0.0 0.0 1.5 1240.5 0.23 0.12 0.11 4.19 4.50 3.91 0.1 0.3 0.5 0.0 0.0 0.0 0.0 0.0 0.00 0.6 0.3 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Isaiah Hartenstein" OKC 26 7-0 250 None Germany 2017 2 43 57.0 11.2 10.7 3.8 13.0 10.3 26.2 16.5 59.9 17.7 49 8 27.9 11.2 4.9 8.4 58.1 0.0 0.3 0.0 1.4 2.1 67.5 2.9 7.9 10.7 3.8 1.7 0.8 1.1 3.0 33.8 28.0 0.0 7.3 11631.3 2.20 1.16 1.04 4.44 4.76 4.12 4.3 9.5 2.3 0.2 0.3 0.5 46.4 53.6 0.00 6.0 2.6 8.5 2 0 0 0 0 0 3 0 17 0 1 0 0 0 3
"Isaiah Jackson" IND 23 6-9 205 Kentucky USA 2021 1 22 5.0 7.0 5.6 1.0 5.4 12.6 16.8 16.4 60.0 7.9 1 4 16.8 7.0 2.8 4.6 60.9 0.0 0.0 0.0 1.4 2.8 50.0 2.2 3.4 5.6 1.0 1.0 0.6 1.6 2.8 20.8 0.0 0.0 2.0 6748.6 1.28 0.66 0.62 4.28 4.70 3.92 1.8 4.2 1.2 0.2 0.2 0.4 50.0 50.0 0.00 3.8 1.4 5.2 0 0 0 0 0 0 0 0 3 0 1 1 0 0 0
"Isaiah Joe" OKC 25 6-3 165 Arkansas USA 2020 2 49 74.0 10.2 2.6 1.6 15.8 2.5 8.9 16.6 61.7 9.6 63 11 21.7 10.2 3.5 7.9 44.0 2.6 6.3 41.2 0.6 0.8 82.1 0.6 2.1 2.6 1.6 0.5 0.6 0.1 1.5 17.6 0.0 0.0 7.4 9056.0 1.72 0.92 0.79 4.42 4.80 4.04 0.5 1.0 1.4 0.2 0.3 0.5 32.4 67.6 0.23 1.1 1.4 2.6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Isaiah Mobley" PHI 25 6-8 238 USC USA 2022 2 49 1.0 6.0 4.0 5.0 -17.3 4.0 15.8 17.0 38.1 55.6 0 1 17.4 6.0 2.0 7.0 28.6 1.0 3.0 33.3 1.0 2.0 50.0 1.0 3.0 4.0 5.0 0.0 1.0 1.0 3.0 24.3 0.0 0.0 -6.0 7431.0 1.41 0.77 0.64 4.44 4.79 4.03 2.0 6.0 2.0 0.0 0.0 0.0 0.0 0.0 0.00 7.0 3.0 10.0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Isaiah Stevens" MIA 24 6-0 185 "Colorado State" USA Undrafted Undrafted Undrafted 3.0 0.0 0.7 0.0 30.8 0.0 22.2 14.3 0.0 0.0 3 0 1.9 0.0 0.0 0.7 0.0 0.0 0.3 0.0 0.0 0.0 0.0 0.0 0.7 0.7 0.0 0.0 0.3 0.0 0.0 1.8 0.0 0.0 1.3 715.7 0.14 0.07 0.06 3.95 3.75 4.18 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.00 0.0 0.0 0.0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Isaiah Stewart" DET 23 6-8 250 Washington USA 2020 1 16 72.0 6.0 5.5 1.7 0.5 8.6 17.0 12.1 61.6 12.0 38 34 19.9 6.0 2.4 4.4 55.9 0.2 0.7 32.1 0.9 1.2 75.9 1.8 3.7 5.5 1.7 0.9 0.4 1.4 2.5 19.7 2.0 0.0 0.1 7745.7 1.47 0.76 0.70 4.11 4.27 3.96 2.8 7.0 0.7 0.2 0.2 0.4 51.9 48.1 0.00 6.8 2.0 8.8 4 0 0 1 1 0 0 0 25 5 4 9 0 0 1
"Isaiah Wong" CHA 24 6-3 185 Miami USA 2023 2 55 20.0 6.0 1.6 1.4 -2.6 5.1 7.1 22.0 50.0 18.7 2 18 13.3 6.0 2.1 5.3 39.0 0.7 1.7 39.4 1.3 1.7 73.5 0.7 0.9 1.6 1.4 0.9 0.6 0.0 1.1 10.8 0.0 0.0 -0.3 5755.9 1.09 0.60 0.49 4.53 4.82 4.22 0.2 0.3 1.5 0.3 0.2 0.6 60.0 40.0 0.06 0.7 0.9 1.6 1 0 0 0 0 1 0 0 1 0 0 0 0 0 1
"Ivica Zubac" LAC 28 7-0 240 None Croatia 2016 2 32 80.0 16.8 12.6 2.7 9.4 12.2 27.1 19.2 64.1 12.1 50 30 32.8 16.8 7.4 11.8 62.8 0.0 0.0 0.0 2.0 3.0 66.1 3.8 8.9 12.6 2.7 1.6 0.7 1.1 2.1 39.8 59.0 1.0 6.4 12092.5 2.29 1.21 1.08 3.93 4.10 3.77 3.4 7.9 1.1 0.2 0.3 0.4 37.1 62.9 0.00 7.7 2.3 10.0 11 0 0 2 0 3 1 0 21 6 4 3 1 1 2
"Ja Morant" MEM 25 6-2 174 "Murray State" USA 2019 1 2 50.0 23.2 4.1 7.3 6.8 2.1 10.1 31.2 56.3 35.5 30 20 30.4 23.2 8.1 17.8 45.4 1.8 5.7 30.9 5.3 6.4 82.4 0.7 3.4 4.1 7.3 3.7 1.2 0.2 2.3 39.7 13.0 1.0 4.5 12306.4 2.33 1.23 1.10 4.36 4.81 3.95 0.1 0.2 2.3 0.2 0.4 0.6 38.7 61.3 0.10 1.0 1.0 2.1 8 0 0 0 0 0 0 1 2 0 1 3 0 0 2
"Ja'Kobe Walter" TOR 20 6-5 180 Baylor USA 2024 1 19 52.0 8.6 3.1 1.6 -2.4 4.9 9.2 17.9 52.3 10.5 19 33 21.2 8.6 3.1 7.6 40.5 1.3 3.6 34.9 1.3 1.6 79.5 1.1 1.9 3.1 1.6 1.0 0.8 0.2 1.8 16.8 1.0 0.0 -1.6 9404.8 1.78 0.93 0.86 4.67 4.98 4.38 0.4 0.8 1.8 0.2 0.3 0.5 41.7 58.3 0.08 1.0 1.6 2.6 4 0 1 0 0 1 0 0 3 0 1 0 0 0 2
"Jabari Smith Jr." HOU 21 6-10 220 Auburn USA 2022 1 3 57.0 12.2 7.0 1.1 7.3 5.5 16.2 16.0 56.2 4.8 40 17 30.1 12.2 4.4 9.9 43.8 1.7 4.9 35.4 1.8 2.2 82.5 1.8 5.2 7.0 1.1 1.1 0.4 0.7 2.2 24.6 8.0 0.0 4.4 11866.8 2.25 1.19 1.06 4.18 4.35 4.00 0.6 1.4 1.2 0.3 0.2 0.5 53.8 46.2 0.00 3.5 1.9 5.3 0 0 0 1 0 0 0 0 8 0 3 3 0 0 0
"Jabari Walker" POR 22 6-7 237 Colorado USA 2022 2 57 60.0 5.2 3.5 0.6 0.5 7.2 19.8 15.6 60.1 7.1 23 37 12.5 5.2 2.0 3.8 51.5 0.5 1.2 38.9 0.8 1.2 69.0 1.0 2.5 3.5 0.6 0.6 0.6 0.1 1.5 11.7 1.0 0.0 0.3 4965.6 0.94 0.49 0.45 4.15 4.42 3.89 0.8 1.8 1.0 0.2 0.3 0.4 40.0 60.0 0.02 0.9 1.1 2.1 2 0 0 0 0 0 0 0 6 0 0 0 1 0 1
"Jack McVeigh" HOU 28 6-8 215 Nebraska-Lincoln Australia Undrafted Undrafted Undrafted 9.0 1.6 0.6 0.1 -9.2 3.9 5.6 17.6 41.2 3.8 5 4 4.8 1.6 0.6 1.9 29.4 0.4 1.4 30.8 0.0 0.0 0.0 0.2 0.3 0.6 0.1 0.2 0.0 0.2 0.3 2.8 0.0 0.0 -1.1 2026.2 0.38 0.19 0.19 4.48 4.72 4.03 0.2 0.4 0.0 0.0 0.2 0.2 0.0 100 0.00 1.6 0.8 2.4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Jackson Rowe" GSW 28 6-7 210 "California State-Fullerton" Canada Undrafted Undrafted Undrafted 6.0 3.7 1.8 0.7 12.9 4.6 16.7 14.2 56.0 10.0 4 2 8.6 3.7 1.3 2.8 47.1 0.5 1.7 30.0 0.5 1.0 50.0 0.5 1.3 1.8 0.7 0.2 0.7 0.0 0.7 8.7 0.0 0.0 3.8 3915.7 0.74 0.40 0.34 4.65 4.93 4.36 0.3 0.5 1.5 0.0 0.0 0.0 0.0 0.0 0.00 1.0 0.5 1.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Jacob Toppin" ATL 24 6-8 200 Kentucky USA Undrafted Undrafted Undrafted 17.0 1.4 0.9 0.4 -14.5 4.1 14.8 14.0 52.3 13.3 13 4 4.4 1.4 0.5 1.3 40.9 0.3 0.6 50.0 0.0 0.0 0.0 0.2 0.7 0.9 0.4 0.2 0.1 0.0 0.2 3.1 0.0 0.0 -1.5 1866.1 0.35 0.19 0.16 4.45 4.75 4.13 0.1 0.2 0.6 0.0 0.0 0.0 0.0 0.0 0.00 0.8 0.7 1.4 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
"Jaden Hardy" DAL 22 6-3 198 None USA 2022 2 37 57.0 8.7 1.6 1.4 -3.2 1.0 8.5 24.4 54.9 13.8 30 27 15.9 8.7 3.2 7.3 43.5 1.3 3.5 38.6 1.1 1.5 69.8 0.2 1.4 1.6 1.4 1.4 0.5 0.1 1.6 13.0 0.0 0.0 -1.1 6500.4 1.23 0.66 0.57 4.31 4.63 3.99 0.1 0.2 1.0 0.3 0.3 0.5 48.0 52.0 0.04 0.8 0.7 1.5 4 0 1 0 0 0 0 0 8 0 3 0 0 0 0
"Jaden Ivey" DET 23 6-4 195 Purdue USA 2022 1 5 30.0 17.6 4.1 4.0 -4.1 4.3 9.1 25.6 56.9 20.7 14 16 29.9 17.6 6.3 13.8 46.0 2.1 5.1 40.9 2.8 3.9 73.3 1.3 2.8 4.1 4.0 3.0 0.9 0.4 2.2 29.4 0.0 0.0 -2.1 12336.6 2.34 1.26 1.08 4.37 4.74 3.99 0.4 0.9 1.6 0.7 0.2 0.9 77.8 22.2 0.00 1.8 1.5 3.3 5 1 0 0 0 0 0 0 9 0 3 1 0 0 2
"Jaden McDaniels" MIN 24 6-9 185 Washington USA 2020 1 28 82.0 12.2 5.7 2.0 4.0 4.8 12.6 16.0 56.2 9.1 49 33 31.9 12.2 4.9 10.2 47.7 1.2 3.7 33.0 1.3 1.6 81.3 1.6 4.2 5.7 2.0 1.2 1.3 0.9 2.7 27.6 10.0 0.0 2.1 13061.5 2.47 1.28 1.20 4.36 4.47 4.25 0.4 1.0 2.7 0.4 0.3 0.7 57.6 42.4 0.01 3.5 2.4 5.9 9 0 1 0 0 0 1 0 8 2 3 7 0 0 23
"Jaden Springer" UTA 22 6-4 202 Tennessee USA 2021 1 28 43.0 2.5 1.3 0.8 -3.3 4.4 10.7 13.9 51.1 13.0 22 21 8.5 2.5 0.8 2.1 38.9 0.3 1.1 25.0 0.6 0.9 71.1 0.4 1.0 1.3 0.8 0.4 0.6 0.1 1.0 6.9 0.0 0.0 -0.7 3294.5 0.62 0.32 0.31 4.07 4.07 4.10 0.1 0.3 1.6 0.1 0.2 0.3 28.6 71.4 0.00 0.4 0.5 0.9 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0
"Jae Crowder" SAC 34 6-6 235 Marquette USA 2012 2 34 9.0 2.6 2.2 0.7 -7.4 5.5 13.3 11.3 46.7 7.7 3 6 11.4 2.6 0.8 2.4 31.8 0.4 1.7 26.7 0.6 0.7 83.3 0.7 1.6 2.2 0.7 0.4 0.3 0.0 1.1 6.8 0.0 0.0 -2.0 4345.3 0.82 0.45 0.37 4.03 4.47 3.60 0.1 0.3 0.7 0.0 0.3 0.3 0.0 100 0.00 0.3 1.4 1.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"Jae'Sean Tate" HOU 29 6-4 230 "Ohio State" USA Undrafted Undrafted Undrafted 52.0 3.6 2.3 0.9 6.3 7.2 10.8 12.6 55.7 10.7 38 14 11.3 3.6 1.3 2.8 47.3 0.3 0.9 34.8 0.6 0.9 68.1 1.0 1.3 2.3 0.9 0.4 0.5 0.1 1.6 9.2 0.0 0.0 1.0 4646.2 0.88 0.47 0.41 4.29 4.53 4.03 0.5 1.2 1.3 0.2 0.1 0.3 66.7 33.3 0.17 0.9 1.2 2.1 1 0 0 1 0 0 0 0 6 0 3 0 0 0 0
"Jahlil Okafor" IND 29 6-10 270 Duke USA 2015 1 3 1.0 0.0 1.0 1.0 62.5 0.0 25.0 0.0 0.0 25.0 0 1 3.4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 2.7 0.0 0.0 5.0 1483.0 0.28 0.13 0.15 4.74 3.70 5.53 0.0 0.0 0.0 0.0 1.0 1.0 0.0 100 0.00 1.0 1.0 2.0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Jahmir Young" CHI 24 6-1 185 Maryland USA Undrafted Undrafted Undrafted 6.0 1.8 0.5 1.0 -13.5 4.2 5.9 9.2 93.5 23.1 4 2 4.9 1.8 0.7 0.8 80.0 0.2 0.3 50.0 0.3 0.3 100 0.2 0.3 0.5 1.0 0.2 0.0 0.0 0.3 3.8 0.0 0.0 -1.2 2019.3 0.38 0.21 0.17 4.28 4.99 3.61 0.0 0.0 0.3 0.0 0.0 0.0 0.0 0.0 0.00 0.3 1.0 1.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Jaime Jaquez Jr." MIA 24 6-6 225 UCLA USA 2023 1 18 66.0 8.6 4.4 2.5 -6.0 6.0 14.5 19.4 54.3 18.1 32 34 20.7 8.6 3.2 7.0 46.1 0.6 1.8 31.1 1.6 2.2 75.4 1.3 3.1 4.4 2.5 1.5 0.9 0.2 1.2 19.6 3.0 1.0 -2.3 9000.6 1.70 0.93 0.78 4.60 5.01 4.20 0.3 0.6 1.7 0.2 0.3 0.6 41.7 58.3 0.00 1.8 1.4 3.1 7 0 0 2 0 2 0 0 6 0 5 1 0 0 2
"Jake LaRavia" SAC 23 6-7 235 "Wake Forest" USA 2022 1 19 66.0 6.9 3.9 2.4 3.8 6.3 12.0 14.0 59.1 15.0 40 26 20.4 6.9 2.4 5.1 47.5 0.9 2.2 42.3 1.2 1.7 67.8 1.4 2.6 3.9 2.4 1.3 0.9 0.3 2.0 17.8 2.0 0.0 1.9 9182.7 1.74 0.91 0.83 4.71 4.96 4.46 0.2 0.5 2.2 0.3 0.4 0.7 40.5 59.5 0.00 1.4 1.6 3.0 5 1 0 0 1 0 0 0 9 0 4 0 0 0 2
"Jakob Poeltl" TOR 29 7-0 260 Utah Austria 2016 1 9 57.0 14.5 9.6 2.8 -0.7 11.0 20.6 18.4 64.1 13.6 21 36 29.6 14.5 6.4 10.2 62.7 0.0 0.1 33.3 1.7 2.5 67.4 3.3 6.3 9.6 2.8 1.9 1.2 1.2 3.1 35.4 23.0 0.0 -0.6 12184.8 2.31 1.19 1.12 4.37 4.66 4.10 3.9 8.6 2.7 0.3 0.3 0.6 54.5 45.5 0.02 6.5 2.4 8.9 5 0 0 2 0 2 0 0 20 2 1 0 0 0 6
"Jalen Bridges" PHX 23 6-8 225 Baylor USA Undrafted Undrafted Undrafted 8.0 1.1 0.5 0.0 9.7 0.0 12.1 19.7 51.4 0.0 1 7 3.8 1.1 0.3 0.9 28.6 0.3 0.9 28.6 0.4 0.5 75.0 0.0 0.5 0.5 0.0 0.5 0.0 0.0 0.0 1.2 0.0 0.0 0.9 1645.6 0.31 0.16 0.16 4.53 4.62 4.11 0.3 0.5 0.3 0.0 0.0 0.0 0.0 0.0 0.00 0.0 0.0 0.0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Jalen Brunson" NYK 28 6-2 190 Villanova USA 2018 2 33 65.0 26.0 2.9 7.3 2.6 1.2 7.2 28.9 60.5 31.8 40 25 35.4 26.0 9.0 18.5 48.8 2.3 6.1 38.3 5.7 6.9 82.1 0.4 2.5 2.9 7.3 2.5 0.9 0.1 2.1 41.0 14.0 0.0 2.2 13937.1 2.64 1.52 1.12 4.23 4.65 3.76 0.3 0.6 1.4 0.3 0.3 0.7 51.1 48.9 0.31 1.2 2.1 3.4 2 0 0 0 0 0 0 0 6 0 2 0 0 0 1
"Jalen Duren" DET 21 6-10 250 Memphis USA 2022 1 13 78.0 11.8 10.3 2.7 1.5 13.7 25.9 16.1 70.3 14.1 43 35 26.1 11.8 4.8 7.0 69.2 0.0 0.0 0.0 2.1 3.1 66.9 3.6 6.8 10.3 2.7 1.7 0.7 1.1 3.2 32.0 41.0 0.0 0.5 10385.9 1.97 1.01 0.96 4.24 4.42 4.07 3.6 8.5 1.4 0.2 0.2 0.4 46.4 53.6 0.00 5.8 2.2 8.0 1 1 1 1 0 0 0 0 30 7 4 6 2 0 3
"Jalen Green" HOU 23 6-4 186 None USA 2021 1 2 82.0 21.0 4.6 3.4 2.8 1.5 12.0 26.7 54.4 15.9 52 30 32.9 21.0 7.4 17.5 42.3 2.9 8.1 35.4 3.3 4.1 81.3 0.5 4.0 4.6 3.4 2.5 0.9 0.3 1.5 32.8 4.0 0.0 2.0 13259.0 2.51 1.39 1.12 4.27 4.65 3.88 0.1 0.2 1.2 0.2 0.2 0.4 53.1 46.9 0.01 2.6 1.6 4.2 7 1 0 0 0 1 0 0 9 0 4 2 0 0 2
"Jalen Hood-Schifino" PHI 21 6-5 210 Indiana USA 2023 1 17 15.0 7.1 1.8 2.5 -16.4 0.9 7.7 16.4 49.4 16.5 3 12 21.0 7.1 2.5 6.5 37.8 0.9 3.1 30.4 1.2 1.4 85.7 0.2 1.6 1.8 2.5 1.2 0.3 0.5 1.7 14.1 0.0 0.0 -6.4 8467.3 1.60 0.91 0.69 4.27 4.65 3.81 0.2 0.5 1.1 0.1 0.1 0.3 50.0 50.0 0.00 1.1 0.9 2.1 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0
"Jalen Johnson" ATL 23 6-8 219 Duke USA 2021 1 20 36.0 18.9 10.0 5.0 1.6 4.6 21.6 21.4 56.9 20.3 18 18 35.7 18.9 7.5 15.1 50.0 1.2 3.9 31.2 2.6 3.5 74.6 1.7 8.3 10.0 5.0 2.9 1.6 1.0 1.9 43.1 20.0 1.0 1.5 14763.8 2.80 1.48 1.31 4.39 4.83 3.97 0.9 2.2 2.7 0.3 0.3 0.6 42.9 57.1 0.00 3.2 2.3 5.4 14 0 0 0 0 0 0 0 11 1 4 3 0 0 6
"Jalen McDaniels" WAS 27 6-9 190 "San Diego State" USA 2019 2 52 4.0 0.0 0.0 0.3 3.5 0.0 0.0 0.0 0.0 25.0 2 2 1.8 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3 0.0 0.3 0.0 0.0 1.1 0.0 0.0 -0.3 720.0 0.14 0.06 0.07 3.59 4.52 4.12 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.00 3.0 2.0 5.0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Jalen Pickett" DEN 25 6-2 202 "Penn State" USA 2023 2 32 49.0 4.1 1.4 2.2 2.9 2.2 7.8 13.0 54.5 21.1 31 18 13.6 4.1 1.6 3.7 42.8 0.8 2.1 39.6 0.1 0.2 75.0 0.3 1.1 1.4 2.2 0.5 0.4 0.1 0.8 10.1 1.0 1.0 1.1 5482.7 1.04 0.57 0.47 4.25 4.66 3.84 0.5 1.3 0.9 0.1 0.1 0.3 44.4 55.6 0.00 0.7 1.6 2.3 1 0 0 0 0 0 0 0 4 0 0 0 0 0 2
